manifest,title,url,status,local_path,sha256,note
MANIFEST.csv,Минэк_локальный_HTML_снимок_v6.html,,copied,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/Минэк_локальный_HTML_снимок_v6.html,,from corpus manifest
MANIFEST.csv,Минэк_локальный_PDF_снимок_v6.pdf,,copied,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/Минэк_локальный_PDF_снимок_v6.pdf,,from corpus manifest
MANIFEST.csv,Минэк_оригинальный_MHT_пользователя.mht,,copied,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/Минэк_оригинальный_MHT_пользователя.mht,,from corpus manifest
MANIFEST.csv,ПП_1510_ruID_справочно.txt,,copied,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/ПП_1510_ruID_справочно.txt,,from corpus manifest
MANIFEST.csv,ПП_2573_критерии_инвестора.txt,,copied,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/ПП_2573_критерии_инвестора.txt,,from corpus manifest
MANIFEST.csv,Памятка_по_сравнению_материалов_СС_v2.pdf,,copied,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/Памятка_по_сравнению_материалов_СС_v2.pdf,,from corpus manifest
MANIFEST.csv,Показатели Миграции 2026_ВЦИОМ.pdf,,copied,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/Показатели Миграции 2026_ВЦИОМ.pdf,,from corpus manifest
MANIFEST.csv,D21_ПП1510_снимок_релевантных_положений_v7.txt; [manual] ПП РФ 1510 Garant,https://base.garant.ru/410728090/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/001_base.garant.ru_410728090.html,,from corpus manifest
MANIFEST.csv,D25_281ФЗ_снимок_релевантных_положений_v7.txt; [manual] 281-ФЗ Garant,https://base.garant.ru/412423444/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/002_base.garant.ru_412423444.html,,from corpus manifest
MANIFEST.csv,D22_ПП1562_снимок_релевантных_положений_v7.txt; [manual] ПП РФ 1562 Garant,https://base.garant.ru/412832447/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/003_base.garant.ru_412832447.html,,from corpus manifest
MANIFEST.csv,D23_ПП468_снимок_релевантных_положений_v7.txt; [manual] ПП РФ 468 Garant,https://base.garant.ru/414141997/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/004_base.garant.ru_414141997.html,,from corpus manifest
MANIFEST.csv,D26_Договор_ЕАЭС_ст96_98_снимок_v7.txt; [manual] Договор ЕАЭС Garant,https://base.garant.ru/70670880/503f3c23b7004efe5c733c9f7f12446d/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/005_base.garant.ru_70670880_503f3c23b7004efe5c733c9f7f12446d.html,,from corpus manifest
MANIFEST.csv,D21_ПП1510_снимок_релевантных_положений_v7.txt,https://normativ.kontur.ru/document?documentId=482314&moduleId=1,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/006_normativ.kontur.ru_document.html,,from corpus manifest
MANIFEST.csv,D24_270ФЗ_снимок_релевантных_положений_v7.txt; [manual] 270-ФЗ Kontur,https://normativ.kontur.ru/document?documentId=500835&moduleId=1,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/007_normativ.kontur.ru_document.html,,from corpus manifest
MANIFEST.csv,D24_270ФЗ_снимок_релевантных_положений_v7.txt; [manual] 270-ФЗ official publication,https://publication.pravo.gov.ru/Document/View/0001202507310001,failed_curl_28,,,from corpus manifest
MANIFEST.csv,D25_281ФЗ_снимок_релевантных_положений_v7.txt; [manual] 281-ФЗ official publication,https://publication.pravo.gov.ru/Document/View/0001202507310012,failed_curl_28,,,from corpus manifest
MANIFEST.csv,[manual] ПП РФ 2573 official publication,https://publication.pravo.gov.ru/document/0001202301040004,failed_curl_28,,,from corpus manifest
MANIFEST.csv,[manual] ПП РФ 1510 official publication,https://publication.pravo.gov.ru/document/0001202411130026,failed_curl_28,,,from corpus manifest
MANIFEST.csv,[manual] ПП РФ 1562 official publication,https://publication.pravo.gov.ru/document/0001202510100024,failed_curl_28,,,from corpus manifest
MANIFEST.csv,[manual] ПП РФ 2573 RG; ПП_2573_критерии_инвестора.txt,https://rg.ru/documents/2023/01/09/pravitelstvo-post2573-site-dok.html,blocked_qrator_stub,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/013_rg.ru_documents_2023_01_09_pravitelstvo-post2573-site-dok.html.html,,from corpus manifest
MANIFEST.csv,[manual] ПП РФ 468 Rulaws,https://rulaws.ru/goverment/Postanovlenie-Pravitelstva-RF-ot-27.04.2026-N-468/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/014_rulaws.ru_goverment_Postanovlenie-Pravitelstva-RF-ot-27.04.2026-N-468.html,,from corpus manifest
MANIFEST.csv,114-ФЗ_релевантные_положения.txt; [manual] 114-ФЗ Consultant,https://www.consultant.ru/document/cons_doc_LAW_11376/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/015_www.consultant.ru_document_cons_doc_LAW_11376.html,,from corpus manifest
MANIFEST.csv,D26_Договор_ЕАЭС_ст96_98_снимок_v7.txt; [manual] Договор ЕАЭС Consultant,https://www.consultant.ru/document/cons_doc_LAW_163855/fcf2c38d3616dbe10077fe0638a3c0583855f5cd/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/016_www.consultant.ru_document_cons_doc_LAW_163855_fcf2c38d3616dbe10077fe0638a3c0583855f5cd.html,,from corpus manifest
MANIFEST.csv,[manual] 115-ФЗ Consultant,https://www.consultant.ru/document/cons_doc_LAW_37868/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/017_www.consultant.ru_document_cons_doc_LAW_37868.html,,from corpus manifest
MANIFEST.csv,D22_ПП1562_снимок_релевантных_положений_v7.txt,https://www.consultant.ru/document/cons_doc_LAW_516374/61d99da0564d7cef9e96215a3ccb114b3a86b88a/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/018_www.consultant.ru_document_cons_doc_LAW_516374_61d99da0564d7cef9e96215a3ccb114b3a86b88a.html,,from corpus manifest
MANIFEST.csv,[manual] 109-ФЗ Consultant,https://www.consultant.ru/document/cons_doc_LAW_61569/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external/019_www.consultant.ru_document_cons_doc_LAW_61569.html,,from corpus manifest
MANIFEST.csv,Минэк_извлеченный_текст_v6.txt,https://www.economy.gov.ru/material/departments/d04/migracionnaya_politika/,failed_curl_28,,,from corpus manifest
MANIFEST.csv,[manual] Минэк миграционная политика,https://www.economy.gov.ru/material/directions/investicionnaya_deyatelnost/migracionnaya_politika/,failed_curl_28,,,from corpus manifest
FALLBACK_MANIFEST.csv,270-ФЗ Garant base full,https://base.garant.ru/412422478/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks/001_270-ФЗ_Garant_base_full_base.garant.ru_412422478.html,,from corpus manifest
FALLBACK_MANIFEST.csv,270-ФЗ Garant Prime full,https://www.garant.ru/products/ipo/prime/doc/412322478/,blocked_or_challenge,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks/002_270-ФЗ_Garant_Prime_full_www.garant.ru_products_ipo_prime_doc_412322478.html,,from corpus manifest
FALLBACK_MANIFEST.csv,270-ФЗ Glavbukh full,https://www.glavbukh.ru/npd/edoc/99_1313576018,failed_curl_47,,,from corpus manifest
FALLBACK_MANIFEST.csv,281-ФЗ Alta full,https://www.alta.ru/tamdoc/25fz0281/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks/004_281-ФЗ_Alta_full_www.alta.ru_tamdoc_25fz0281.html,,from corpus manifest
FALLBACK_MANIFEST.csv,281-ФЗ V2B full,https://www.v2b.ru/documents/federalnyy-zakon-ot-31-07-2025-281-fz/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks/005_281-ФЗ_V2B_full_www.v2b.ru_documents_federalnyy-zakon-ot-31-07-2025-281-fz.html,,from corpus manifest
FALLBACK_MANIFEST.csv,281-ФЗ hub.zlonov full,https://hub.zlonov.ru/laws/%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5-%D0%B7%D0%B0%D0%BA%D0%BE%D0%BD%D1%8B/281-%D0%A4%D0%97-%D0%BE%D1%82-31.07.2025,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks/006_281-ФЗ_hub.zlonov_full_hub.zlonov.ru_laws_D0_A4_D0_B5_D0_B4_D0_B5_D1_80_D0_B0_D0_BB_D1_8C_D0_BD_D1_8B_D0_B5-_D0_B7_D0_B0_D0_BA_D0_BE_D0_BD_D1_8B_281-_D0_A4_D0_97-_D0_BE_D1_8.2025,,from corpus manifest
FALLBACK_MANIFEST.csv,ПП РФ 1510 Consultant full,https://www.consultant.ru/document/cons_doc_LAW_490324/92d969e26a4326c5d02fa79b8f9cf4994ee5633b/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks/007_ПП_РФ_1510_Consultant_full_www.consultant.ru_document_cons_doc_LAW_490324_92d969e26a4326c5d02fa79b8f9cf4994ee5633b.html,,from corpus manifest
FALLBACK_MANIFEST.csv,ПП РФ 1510 Government docs all,http://government.ru/docs/all/156130/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks/008_ПП_РФ_1510_Government_docs_all_government.ru_docs_all_156130.html,,from corpus manifest
FALLBACK_MANIFEST.csv,ПП РФ 2573 Paragraph,https://prg.kz/document?doc_id=34075597,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks/009_ПП_РФ_2573_Paragraph_prg.kz_document.html,,from corpus manifest
FALLBACK_MANIFEST.csv,ПП РФ 2573 Paragraph alternate,https://prg.kz/document/?doc_id=34377785,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks/010_ПП_РФ_2573_Paragraph_alternate_prg.kz_document.html,,from corpus manifest
FALLBACK_MANIFEST.csv,ПП РФ 2573 official block listing,https://publication.pravo.gov.ru/documents/block/government?index=473,failed_curl_28,,,from corpus manifest
FALLBACK_MANIFEST.csv,Минэк migration page webcache alternative 1,https://www.economy.gov.ru/material/departments/d04/migracionnaya_politika/,failed_curl_28,,,from corpus manifest
FALLBACK_MANIFEST.csv,Минэк migration page webcache alternative 2,https://www.economy.gov.ru/material/directions/investicionnaya_deyatelnost/migracionnaya_politika/,failed_curl_28,,,from corpus manifest
FALLBACK_MANIFEST.csv,ЕЭК трудовая миграция page,https://eec.eaeunion.org/comission/department/migration/tm/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks/014_ЕЭК_трудовая_миграция_page_eec.eaeunion.org_comission_department_migration_tm.html,,from corpus manifest
FALLBACK_ROUND2_MANIFEST.csv,ПП РФ 2573 Garant full current,https://base.garant.ru/406067851/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round2/001_ПП_РФ_2573_Garant_full_current_base.garant.ru_406067851.html,,from corpus manifest
FALLBACK_ROUND2_MANIFEST.csv,ПП РФ 2573 Consultant direct body,https://www.consultant.ru/document/cons_doc_LAW_436862/92d969e26a4326c5d02fa79b8f9cf4994ee5633b/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round2/002_ПП_РФ_2573_Consultant_direct_body_www.consultant.ru_document_cons_doc_LAW_436862_92d969e26a4326c5d02fa79b8f9cf4994ee5633b.html,,from corpus manifest
FALLBACK_ROUND2_MANIFEST.csv,ПП РФ 2573 Kontur current,https://normativ.kontur.ru/document?documentId=456188&moduleId=1,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round2/003_ПП_РФ_2573_Kontur_current_normativ.kontur.ru_document.html,,from corpus manifest
FALLBACK_ROUND2_MANIFEST.csv,ПП РФ 1375 amendment to 2573 Kontur,https://normativ.kontur.ru/document?documentId=454504&moduleId=1,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round2/004_ПП_РФ_1375_amendment_to_2573_Kontur_normativ.kontur.ru_document.html,,from corpus manifest
FALLBACK_ROUND2_MANIFEST.csv,ПП РФ 1375 amendment to 2573 Garant,https://base.garant.ru/407572394/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round2/005_ПП_РФ_1375_amendment_to_2573_Garant_base.garant.ru_407572394.html,,from corpus manifest
FALLBACK_ROUND2_MANIFEST.csv,ПП РФ 1375 amendment to 2573 Garant Prime,https://www.garant.ru/products/ipo/prime/doc/407472394/,blocked_or_challenge,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round2/006_ПП_РФ_1375_amendment_to_2573_Garant_Prime_www.garant.ru_products_ipo_prime_doc_407472394.html,,from corpus manifest
FALLBACK_ROUND2_MANIFEST.csv,ПП РФ 1375 amendment to 2573 Consultant body,https://www.consultant.ru/document/cons_doc_LAW_455494/92d969e26a4326c5d02fa79b8f9cf4994ee5633b/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round2/007_ПП_РФ_1375_amendment_to_2573_Consultant_body_www.consultant.ru_document_cons_doc_LAW_455494_92d969e26a4326c5d02fa79b8f9cf4994ee5633b.html,,from corpus manifest
FALLBACK_ROUND2_MANIFEST.csv,ПП РФ 1562 SudAct full,https://sudact.ru/law/postanovlenie-pravitelstva-rf-ot-08102025-n-1562/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round2/008_ПП_РФ_1562_SudAct_full_sudact.ru_law_postanovlenie-pravitelstva-rf-ot-08102025-n-1562.html,,from corpus manifest
FALLBACK_ROUND2_MANIFEST.csv,ПП РФ 1562 Garant hotlaw,https://www.garant.ru/hotlaw/federal/1886429/,blocked_or_challenge,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round2/009_ПП_РФ_1562_Garant_hotlaw_www.garant.ru_hotlaw_federal_1886429.html,,from corpus manifest
FALLBACK_ROUND2_MANIFEST.csv,ПП РФ 1562 Garant Prime,https://www.garant.ru/products/ipo/prime/doc/412732447/,blocked_or_challenge,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round2/010_ПП_РФ_1562_Garant_Prime_www.garant.ru_products_ipo_prime_doc_412732447.html,,from corpus manifest
FALLBACK_ROUND2_MANIFEST.csv,ПП РФ 1510 Meganorm red 08.10.2025,https://meganorm.ru/mega_doc/dop1/82/federalnyy_zakon_ot_15_08_1996_N_114-fz_red_ot_23_07_2025_o/0/postanovlenie_pravitelstva_rf_ot_07_11_2024_N_1510_red_ot_08.html,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round2/011_ПП_РФ_1510_Meganorm_red_08.10.2025_meganorm.ru_mega_doc_dop1_82_federalnyy_zakon_ot_15_08_1996_N_114-fz_red_ot_23_07_2025_o_0_postanovlenie_pravitelstva_rf_ot_07_11_2024_N_1510_red_ot_0.html,,from corpus manifest
FALLBACK_ROUND2_MANIFEST.csv,Минэк 2573 implementation letter Garant Prime,https://www.garant.ru/products/ipo/prime/doc/407766139/,blocked_or_challenge,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round2/012_Минэк_2573_implementation_letter_Garant_Prime_www.garant.ru_products_ipo_prime_doc_407766139.html,,from corpus manifest
FALLBACK_ROUND3_MINEK_MANIFEST.csv,Минэк implementation letter 2573 Consultant card,https://www.consultant.ru/document/cons_doc_LAW_459829/,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round3_minek/001_Минэк_implementation_letter_2573_Consultant_card_www.consultant.ru_document_cons_doc_LAW_459829.html,,from corpus manifest
FALLBACK_ROUND3_MINEK_MANIFEST.csv,Минэк implementation letter 2573 Kontur current,https://normativ.kontur.ru/document?documentId=457823&moduleId=8,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round3_minek/002_Минэк_implementation_letter_2573_Kontur_current_normativ.kontur.ru_document.html,,from corpus manifest
FALLBACK_ROUND3_MINEK_MANIFEST.csv,Минэк old letter 282-ДВ-Д06ВН Kontur,https://normativ.kontur.ru/document?documentId=445496&moduleId=8,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round3_minek/003_Минэк_old_letter_282-ДВ-Д06ВН_Kontur_normativ.kontur.ru_document.html,,from corpus manifest
FALLBACK_ROUND3_MINEK_MANIFEST.csv,Минэк implementation letter regional Consultant mirror,https://prime.ru/news/minekonomrazvitiya-soobschaet-o-poryadke-napravleniya-obrascheniy-dlya-polucheniya-vnzh-v-uproschennom-poryadke-inostrannym-litsom-osuschestvivshim-investitsii-v-rossii,downloaded,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/external_fallbacks_round3_minek/004_Минэк_implementation_letter_regional_Consultant_mirror_prime.ru_news_minekonomrazvitiya-soobschaet-o-poryadke-napravleniya-obrascheniy-dlya-polucheniya-vnzh-v-uproschennom-poryadke-inostrannym-litsom-osusc.html,,from corpus manifest
CSV/fallback,local_forensic_copy,114-ФЗ_релевантные_положения.txt,,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/114-ФЗ_релевантные_положения.txt,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/114-ФЗ_релевантные_положения.txt,copied
CSV/fallback,local_forensic_copy,D18_Брошюра_Минэк_извлеченные_критерии_v7.txt,,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/D18_Брошюра_Минэк_извлеченные_критерии_v7.txt,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/D18_Брошюра_Минэк_извлеченные_критерии_v7.txt,copied
CSV/fallback,local_forensic_copy,D21_ПП1510_снимок_релевантных_положений_v7.txt,,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/D21_ПП1510_снимок_релевантных_положений_v7.txt,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/D21_ПП1510_снимок_релевантных_положений_v7.txt,copied
CSV/fallback,local_forensic_copy,D22_ПП1562_снимок_релевантных_положений_v7.txt,,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/D22_ПП1562_снимок_релевантных_положений_v7.txt,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/D22_ПП1562_снимок_релевантных_положений_v7.txt,copied
CSV/fallback,local_forensic_copy,D23_ПП468_снимок_релевантных_положений_v7.txt,,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/D23_ПП468_снимок_релевантных_положений_v7.txt,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/D23_ПП468_снимок_релевантных_положений_v7.txt,copied
CSV/fallback,local_forensic_copy,D24_270ФЗ_снимок_релевантных_положений_v7.txt,,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/D24_270ФЗ_снимок_релевантных_положений_v7.txt,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/D24_270ФЗ_снимок_релевантных_положений_v7.txt,copied
CSV/fallback,local_forensic_copy,D25_281ФЗ_снимок_релевантных_положений_v7.txt,,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/D25_281ФЗ_снимок_релевантных_положений_v7.txt,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/D25_281ФЗ_снимок_релевантных_положений_v7.txt,copied
CSV/fallback,local_forensic_copy,D26_Договор_ЕАЭС_ст96_98_снимок_v7.txt,,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/D26_Договор_ЕАЭС_ст96_98_снимок_v7.txt,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/D26_Договор_ЕАЭС_ст96_98_снимок_v7.txt,copied
CSV/fallback,local_forensic_copy,Simplified_residence_permit_obtaining_process_brochure_ru_en_cn.pdf,,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/Simplified_residence_permit_obtaining_process_brochure_ru_en_cn.pdf,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/Simplified_residence_permit_obtaining_process_brochure_ru_en_cn.pdf,copied
CSV/fallback,local_forensic_copy,Миграционная_политика_Министерство_экономического_развития_Российской.mht,,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/Миграционная_политика_Министерство_экономического_развития_Российской.mht,/Users/marklindgreen/Downloads/migration_v7_evidence/06_исходные_НПА_и_forensic_snapshot/downloaded_sources/local_copies/Миграционная_политика_Министерство_экономического_развития_Российской.mht,copied
